cause_of_death,carto_db_cause_of_death,year,dead_and_missing,description
lack of medical care,drowning or exhaustion related death,2010,1,"asylum-seeker, died in detention centre in Vottem (B) due to lack of medical treatment (Mar 31, 2010)"
drowned,drowning or exhaustion related death,2010,2,"drowned, boat capsized 3 miles from Kafr el-Sheikh, Egypt on way to Italy. 38 survivors (Mar 29, 2010). From Del Grande's data set (translated): Shipwreck in Kafr Sheykh. It capsized boat bound for Italy, found 2 dead bodies, 13 men are missing (Mar 30, 2010)"
killed by bomb,other,2010,1,"asylum seeker, killed by bomb exposion in Athens (GR) while searching for food into garbage  (Mar 27, 2010)"
shot by the police,authorities related death,2010,2,"Egyptian police fired on a group of migrants at the border with Israel at Sinai. 2 killed and 5 wounded. 11 victims beginning of the year (Mar 27, 2010)"
unknown,unknown - supposedly exhaustion related death,2010,3,"bodies thrown overboard on the way to Sicily (I), 20 surivors rescued by border patrol (Mar 20, 2010). From Del Grande's data set (translated): The passengers of a vessel rescued 25 miles off Lampedusa speak 3 dead abandoned at sea (Mar 22, 2010)"
suicide - hungerstrike,suicide,2010,1,"died during deportation at Zurich airport (CH),weak from hunger strike,police forcibly restrain (Mar 16, 2010)"
lack of medical care,drowning or exhaustion related death,2010,1,"unknown cause had mental health problems but was not monitored in Charleroi(B) asylum cr. (Mar 5, 2010)"
car accident,"violent accidental death (transport, blown in minefield...)",2010,1,"stowaway, hanging under lorry, had permission to travel Ceuta-Malaga (E) but was prevented (Mar 4, 2010)"
lack of medical care,drowning or exhaustion related death,2010,1,"refused hospital treatment in Cernusco sul Naviglo (I) due to new discriminatory laws (Mar 2, 2010)"
shot by the police,authorities related death,2010,1,"One dead and two injured in the shooting of the Egyptian police at the border with Israel. 8 victims already from the beginning of the year (Feb 23, 2010)"
drowned,drowning or exhaustion related death,2010,5,"missing, feared drowned, sailing with 30 survivors rescued off coast of Mostaganem (DZ) (Feb 9, 2010). From Del Grande's data set (translated): Capovoltesi two boats rescued at sea 3 miles off of Mostaganem on the route to Spain. Salvi 30 passengers, 5 the missing at sea (Oct 4, 2010)"
suicide - hanged,suicide,2010,1,"suicide, hanged himself with kettle cord whilst facing deporting in Langenhagen prison (D)  (Feb 5, 2010)"
suicide - hanged,suicide,2010,1,"suicide, asylum seeker hanged himself in Liverpool (GB) as he was homesick and left in limbo (Feb 4, 2010)"
shot by the police,authorities related death,2010,2,"Egyptian police opened fire on a group of migrants at the border with Israel, 2 dead (Feb 4, 2010)"
murdered,malicious intent related death / manslaughter,2010,1,"stabbed by breadknife by drunk asylum seeker, whilst in asylum centre in Mostviertel (A) (Feb 3, 2010)"
car accident,"violent accidental death (transport, blown in minefield...)",2010,1,"stowaway, crushed by the cargo of the truck he was hiding in, on way from Ceuta to Spain (Dec 27, 2010)"
frozen,drowning or exhaustion related death,2010,1,"frozen to death, found in Nea Vissa (GR), crossing TR-GR border (Dec 19, 2010)"
frozen,drowning or exhaustion related death,2010,2,"froze to death, bodies found in Nea Vissa (GR), near Turkish border (Dec 16, 2010). From Del Grande's data set (translated): Found the bodies of two men frozen to death while attempting to walk across the border between Turkey and Greece, near Nea Vissa, Orestiada (Dec 17, 2010)"
lack of medical care,drowning or exhaustion related death,2010,1,"asthma attack at Masotti Carabinieri station, Brescia (I) medical treatment provided too late (Dec 11, 2010)"
shot,malicious intent related death / manslaughter,2010,2,"Killed by their smugglers two other men in the group of 250 Eritreans seized more than a month in the Sinai desert by the same Bedouin who had been entrusted to cross the border with Israel. The execution could be a retaliation for failure to pay the ransom of $ 8,000 that the robbers asking for free hostages (Dec 11, 2010)"
asphyxiated,drowning or exhaustion related death,2010,1,"suffocated, security guards restrained him during deportation, on flight from Heathrow (GB) (Dec 9, 2010). From Del Grande's data set (translated): He died an Angolan citizen, 46 years old, while trying to deport him by force on the BA flight from Heathrow to Luanda Flight 77. If an investigation was initiated on (Oct 16, 2010)"
drowned,drowning or exhaustion related death,2010,1,"drowned, body found by helicopter rescue 24km from Tabarca, Alicante (E) (Dec 7, 2010). From Del Grande's data set (translated): Salt balance of the sinking of Alicante. Found a second body in the sea, search suspended for missing 6 (Aug 14, 2010)"
crushed,"violent accidental death (transport, blown in minefield...)",2010,1,"Sardar Ayari, Afghanistan, 25 years and father of three, died crushed between two trucks while trying to hide in a truck near the port of Patras to embark secretly to Italy (Dec 2, 2010)"
shot,malicious intent related death / manslaughter,2010,6,"A group of 250 Eritreans, 80 of which are rejected by Italy in Libya last year, ends sequestered into the hands of smugglers who have entrusted themselves to cross the border between Egypt and Israel in the Sinai. The redemption price is set at $ 8,000. An escape attempt fails and is repressed with unprecedented violence, resulting in the killing of six Eritreans (Nov 30, 2010)"
police violence,authorities related death,2010,1,"died from shock, taser was used on deportee by police in Colombes (FR) to calm fight (Nov 28, 2010)"
car accident,"violent accidental death (transport, blown in minefield...)",2010,1,"stowaway, crushed between 2 trucks whilst trying to climb into one in Patras (GR) going to I (Nov 26, 2010)"
asphyxiated,drowning or exhaustion related death,2010,4,"stowaways, suffocated in back of van near Amphiloxia (GR), travelling from Italy (Nov 22, 2010). From Del Grande's data set (translated): Asphyxiated 4 Iraqis hidden in a truck stopped at Amphiloxia and direct in Italy (Nov 23, 2010)"
burned,"violent accidental death (transport, blown in minefield...)",2010,2,"died of burns and fume inhalation, fire they made to heat up Santurtzi squat (E) spread (Nov 21, 2010)"
drowned,drowning or exhaustion related death,2010,1,"drowned, boat sank on way from Balkans, body found in Bari(I) holding Greek expulsion order (Nov 15, 2010). From Del Grande's data set (translated): Found entangled in the nets of a fishing boat the corpse of a 23 year-old Somali, three miles off the coast from Mola di Bari (Nov 18, 2010)"
shot by the police,authorities related death,2010,21,"Twenty-one Eritrean killed by the gunfire of the Egyptian border police on the border with Israel in Sinai (Nov 13, 2010)"
drowned,drowning or exhaustion related death,2010,5,"missing, feared drowned when ship sank off Kani Keli, Mayotte (F), 31 survivors (Nov 11, 2010). From Del Grande's data set (translated): Shipwreck of a kwassa off the island of Mayotte, in the Indian Ocean, at least 5 missing (Dec 13, 2010)"
drowned,drowning or exhaustion related death,2010,1,"Found the body of a young man drowned on the way to Spain, to Chabia. This is the fourth corpse fished out of a month in the area of __Mostaganem, after the three found in Ouled Boughanem, Hadjadj and Sidi Lakhdar (Nov 12, 2010)"
drowned,drowning or exhaustion related death,2010,2,"drowned, bodies found in La Linea de la Conception (E) near to the strait of Gibraltar (Nov 7, 2010)"
drowned,drowning or exhaustion related death,2010,8,"drowned, 6 missing and 2 found by sea patrol near Tabarka, Alicante (E) travelling from DZ (Nov 7, 2010). From Del Grande's data set (translated): Landing in Alicante, a drowned (Aug 13, 2010)"
drowned,drowning or exhaustion related death,2010,1,"drowned, mark of a knock on his head, body found near to Levante beach (E) (Nov 7, 2010)"
drowned,drowning or exhaustion related death,2010,5,"bodies found on a damaged boat rescued off Motril coast, Granada (E) carrying 25 survivors (Nov 6, 2010). From Del Grande's data set (translated): Sinking boat in the Strait of Gibraltar, 43 miles south of Motril. Drown 5 people, including 2 infants (Jul 12, 2010)"
drowned,drowning or exhaustion related death,2010,5,"Shipwreck on the route for Spain, saves the merchant 5 of 10 passengers originating in Ain Tourk, Oran, the other 5 are dispersed (Nov 4, 2010)"
car accident,"violent accidental death (transport, blown in minefield...)",2010,1,"stowaway, fell under wheels of truck when it boarded a boat in Dunkirk (F), travelling to GB (Nov 3, 2010)"
murdered,malicious intent related death / manslaughter,2010,1,"The court of Algiers, a conviction for the murder of Indian sailor Kalkouli Amine, aged 18, who was killed while trying to climb to sneak up on a merchant ship at anchor in the port of Algiers, August 24, 2008, and directed in Europe (Nov 3, 2010)"
drowned,drowning or exhaustion related death,2010,8,"reportedly drowned, dinghy capsized off coast of Samos (GR) on the way to (GR) from (TR) (Nov 1, 2010). From Del Grande's data set (translated): Shipwreck in Samos, 8 recovered bodies from the sea, looking for others 6 missing (Feb 11, 2010)"
shot by the police,authorities related death,2010,1,"Sudanese police gunfire killed by Egyptian border in the Sinai Desert, at the border with Israel (Oct 31, 2010)"
unknown,unknown - supposedly exhaustion related death,2010,1,"Attacked near the port of Samos, loses his life a boy who emigrated 23 years (Oct 14, 2010)"
murdered,malicious intent related death / manslaughter,2010,1,"stabbed by housemate in Venice (I), jealous of his permanent residency and work permit  (Oct 3, 2010)"
lack of medical care,drowning or exhaustion related death,2010,1,"rare brain infection, no medical care and no social benefits after asylum application approved (Oct 2, 2010)"
suicide - other,suicide,2010,1,"suicide, exhaled camping gas spray in his cell in S.Vittore prison, Milan (I) (Jan 15, 2010)"
asphyxiated,drowning or exhaustion related death,2010,1,"stowaway, suffocated whilst hiding in truck on a ferry from Patras (GR) to Ancona (I) (Jan 11, 2010). From Del Grande's data set (translated): Found the body without life of a young man died asphyxiated in the truck where he was hiding to reach Italy, in the hold of the ship Cruise Europe, landed in Ancona coming from Patras, Greece (Dec 1, 2010)"
murdered,malicious intent related death / manslaughter,2010,2,"killed by traffickers holding them in Sinai desert (Israel), for using phones to call for help (Jan 10, 2010)"
murdered,malicious intent related death / manslaughter,2010,6,"beaten to death with sticks by traffickers in Sinai desert (Israel), for trying to escape group (Jan 10, 2010)"
murdered,malicious intent related death / manslaughter,2010,1,"murdered, was forcibly returned to Kabul in 2006 when asylum denied in NL, killed by Taliban (Jan 8, 2010)"
unknown,unknown - supposedly exhaustion related death,2010,3,"bodies thrown overboard a boat carrying 34 others, found on Alboran Sea (E) (Jan 8, 2010)"
