NCT Number,Title,Status,Conditions,Gender,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,URL,clean_age,min_age,age_groups
NCT03371420,PET Imaging of Subjects Using 124I-PU-AD,Completed,Lymphoma|Solid Malignancy|Alzheimer Disease|Myeloma,All,"21 Years to 90 Years   (Adult, Older Adult)",Early Phase 1,5,Interventional,April 2016,"June 10, 2019",https://ClinicalTrials.gov/show/NCT03371420,21 Years to 90 Years ,21,18 to 40 years old
NCT00409279,An Innovative Psychosocial Intervention for Adult-Child Caregivers of Parents With Alzheimer's Disease,Unknown status,Alzheimer Disease,All,"21 Years to 90 Years   (Adult, Older Adult)",Not Applicable,100,Interventional,September 2003,April 2008,https://ClinicalTrials.gov/show/NCT00409279,21 Years to 90 Years ,21,18 to 40 years old
NCT00621010,Safety Study of CTS21166 to Treat Alzheimer Disease,Completed,Alzheimer's Disease,Male,"22 Years and older   (Adult, Older Adult)",Phase 1,56,Interventional,June 2007,February 2008,https://ClinicalTrials.gov/show/NCT00621010,22 Years and older ,22,18 to 40 years old
NCT01778946,Nicotine Treatment of Cognitive Decline in Down Syndrome,Recruiting,Down Syndrome|Mild Cognitive Impairment,All,"25 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,15,Interventional,April 2013,December 2019,https://ClinicalTrials.gov/show/NCT01778946,25 Years and older ,25,18 to 40 years old
NCT02187627,"Evaluation of [11C]RO6924963, [11C]RO6931643, and [18F]RO6958948 as Tracers for Positron Emission Tomography (PET) Imaging of Tau in Healthy and Alzheimer's Disease (AD) Participants",Completed,"Alzheimer's Disease, Healthy Volunteer",All,"25 Years and older   (Adult, Older Adult)",Phase 1,52,Interventional,"August 31, 2014","February 29, 2016",https://ClinicalTrials.gov/show/NCT02187627,25 Years and older ,25,18 to 40 years old
NCT02813070,Comparison of PET Amyloid Imaging in Japanese and Western Subjects,Completed,Mild Cognitive Impairment|Alzheimer's Disease|Healthy,All,"25 Years and older   (Adult, Older Adult)",Phase 2,70,Interventional,October 2012,May 2013,https://ClinicalTrials.gov/show/NCT02813070,25 Years and older ,25,18 to 40 years old
NCT00785759,"Brain Uptake and Safety With Probable Alzheimer's Disease, Amnestic Mild Cognitive Impairment and Healthy Volunteers",Completed,Alzheimer's Disease|Amnestic Mild Cognitive Impairment,All,"25 Years and older   (Adult, Older Adult)",Phase 2,78,Interventional,September 2008,December 2009,https://ClinicalTrials.gov/show/NCT00785759,25 Years and older ,25,18 to 40 years old
NCT02792179,Evaluation of [18F]RO6958948 as Tracer for Positron Emission Tomography (PET) Imaging of Tau Burden in Alzheimer's Disease Participants,Completed,Alzheimer's Disease,All,"25 Years and older   (Adult, Older Adult)",Phase 1,4,Interventional,"July 19, 2016","September 28, 2016",https://ClinicalTrials.gov/show/NCT02792179,25 Years and older ,25,18 to 40 years old
NCT00315575,Memory Imaging of Normal Aging,Completed,Alzheimer's Disease,All,"25 Years to 65 Years   (Adult, Older Adult)",Phase 4,90,Observational,August 2005,July 2008,https://ClinicalTrials.gov/show/NCT00315575,25 Years to 65 Years ,25,18 to 40 years old
NCT02492529,Knowing and Remembering: Cognitive and Neural Influences of Familiarity on Recognition Memory in Early Alzheimer's Disease,Completed,Alzheimer's Disease,All,"25 Years to 75 Years   (Adult, Older Adult)",Not Applicable,100,Interventional,"July 21, 2015","December 31, 2017",https://ClinicalTrials.gov/show/NCT02492529,25 Years to 75 Years ,25,18 to 40 years old
NCT02928211,Aftobetin-HCl and Fluorescence Detection Measured by Sapphire II to Determine the Number and Timing of Administrations,Recruiting,Mild Cognitive Impairment|Alzheimer's Disease,All,"25 Years to 90 Years   (Adult, Older Adult)",Phase 1,105,Interventional,July 2016,January 2019,https://ClinicalTrials.gov/show/NCT02928211,25 Years to 90 Years ,25,18 to 40 years old
NCT02840279,A Multiple Ascending Dose Study of BPN14770 in Healthy Young and Elderly Male or Female Subjects,Completed,Alzheimer's Disease,All,"25 Years to 90 Years   (Adult, Older Adult)",Phase 1,77,Interventional,June 2016,December 2016,https://ClinicalTrials.gov/show/NCT02840279,25 Years to 90 Years ,25,18 to 40 years old
NCT01775696,Central and Systemic Inflammation in Alzheimer's Disease,Completed,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 4,125,Observational,"December 8, 2011","April 4, 2017",https://ClinicalTrials.gov/show/NCT01775696,30 Years and older ,30,18 to 40 years old
NCT02471833,Health Evaluation in African Americans Using RAS Therapy,Recruiting,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 1,66,Interventional,April 2015,"June 30, 2020",https://ClinicalTrials.gov/show/NCT02471833,30 Years and older ,30,18 to 40 years old
NCT00355498,Amyloid Plaque and Tangle Imaging in Aging and Dementia,Completed,Memory Disorders|Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 4,194,Observational,September 2005,May 2010,https://ClinicalTrials.gov/show/NCT00355498,30 Years and older ,30,18 to 40 years old
NCT03432195,A Clinical Study to Evaluate the Pharmacokinetics (PK) of Corplex™ Donepezil Transdermal Delivery System (TDS) Applied to Different Body Locations,Completed,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 1,66,Interventional,"January 31, 2018","June 28, 2018",https://ClinicalTrials.gov/show/NCT03432195,30 Years and older ,30,18 to 40 years old
NCT03259958,A Bioequivalence Study of Corplex™ Donepezil Transdermal Delivery System Compared to Aricept®,Completed,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 1,86,Interventional,"October 30, 2017","March 14, 2018",https://ClinicalTrials.gov/show/NCT03259958,30 Years and older ,30,18 to 40 years old
NCT01303133,Natural History of Amyloid Deposition in Adults With Down Syndrome,Completed,Down Syndrome,All,"30 Years and older   (Adult, Older Adult)",Phase 4,81,Observational,August 2009,"March 31, 2018",https://ClinicalTrials.gov/show/NCT01303133,30 Years and older ,30,18 to 40 years old
NCT02754830,A Study of LY3303560 in Healthy Participants and Participants With Alzheimer's Disease (AD),Completed,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 1,110,Interventional,"April 25, 2016","July 10, 2018",https://ClinicalTrials.gov/show/NCT02754830,30 Years and older ,30,18 to 40 years old
NCT01871610,Amyloid Accumulation After Mild Traumatic Brain Injury,Unknown status,Traumatic Brain Injury,All,"30 Years and older   (Adult, Older Adult)",Phase 2,40,Interventional,November 2012,October 2013,https://ClinicalTrials.gov/show/NCT01871610,30 Years and older ,30,18 to 40 years old
NCT01607476,Bridging Study of C11 Pittsburgh Compound B (PiB) and F18 Flutemetamol Brain Positron Emission Tomography (PET),Completed,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 2,89,Interventional,July 2012,March 2016,https://ClinicalTrials.gov/show/NCT01607476,30 Years and older ,30,18 to 40 years old
NCT03451591,LACunar Intervention (LACI-2) Trial-2,Recruiting,"Cerebral Small Vessel Diseases|Stroke, Lacunar",All,"30 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,400,Interventional,"January 8, 2018",November 2020,https://ClinicalTrials.gov/show/NCT03451591,30 Years and older ,30,18 to 40 years old
NCT03438604,A Study to Evaluate the Effect of Heat Application on the Delivery Profile of Corplex™ Donepezil Transdermal Delivery System (TDS),Completed,Alzheimer's Disease,All,"30 Years and older   (Adult, Older Adult)",Phase 1,24,Interventional,"February 13, 2018","June 30, 2018",https://ClinicalTrials.gov/show/NCT03438604,30 Years and older ,30,18 to 40 years old
NCT03618186,Tau PET Imaging in African Americans,Enrolling by invitation,Cognitive Impairment,All,"30 Years and older   (Adult, Older Adult)",Phase 2,90,Interventional,"November 26, 2018",May 2024,https://ClinicalTrials.gov/show/NCT03618186,30 Years and older ,30,18 to 40 years old
NCT00950430,Imaging of Brain Amyloid Plaques in the Aging Population,Enrolling by invitation,Alzheimer's Disease|Dementia With Lewy Bodies|Frontotemporal Dementia|Vascular Dementia,All,"30 Years to 100 Years   (Adult, Older Adult)",Phase 4,2500,Interventional,April 2008,April 2023,https://ClinicalTrials.gov/show/NCT00950430,30 Years to 100 Years ,30,18 to 40 years old
NCT03371706,Communication Bridge: A Person-centered Internet-based Intervention for Individuals With Primary Progressive Aphasia,Recruiting,Primary Progressive Aphasia,All,"30 Years to 100 Years   (Adult, Older Adult)",Not Applicable,90,Interventional,"April 3, 2018","February 1, 2024",https://ClinicalTrials.gov/show/NCT03371706,30 Years to 100 Years ,30,18 to 40 years old
NCT01609335,Normative Values for Cognitive Testing and Alzheimer's Imaging Biomarkers in Young Adults,Completed,Alzheimer's Disease,All,30 Years to 49 Years   (Adult),Phase 1,41,Interventional,July 2012,August 2013,https://ClinicalTrials.gov/show/NCT01609335,30 Years to 49 Years ,30,18 to 40 years old
NCT00612872,Evaluation of [123I]CLINDE and SPECT as a Marker of Inflammation in Subjects With PD or AD and in Healthy Subjects,Terminated,Parkinson Disease|Alzheimer Disease|Healthy Controls|Multiple Sclerosis,All,30 Years to 50 Years   (Adult),Phase 1,46,Interventional,January 2008,"November 1, 2009",https://ClinicalTrials.gov/show/NCT00612872,30 Years to 50 Years ,30,18 to 40 years old
NCT01924858,A Positron Emission Tomography (PET) Study to Investigate the Brain Biodistribution of 18F GSK2647544 in Healthy Subjects to Determine Its Ability to Cross the Blood-brain-barrier.,Terminated,Alzheimer's Disease,Male,30 Years to 55 Years   (Adult),Phase 1,4,Interventional,"August 19, 2013","March 3, 2014",https://ClinicalTrials.gov/show/NCT01924858,30 Years to 55 Years ,30,18 to 40 years old
NCT01716897,An Study to Determine the Bioavailability of E2609 Tablets Compared to Capsules and the Effect of Food on Absorption,Completed,Alzheimer's Disease,Male,30 Years to 55 Years   (Adult),Phase 1,18,Interventional,October 2012,February 2013,https://ClinicalTrials.gov/show/NCT01716897,30 Years to 55 Years ,30,18 to 40 years old
NCT02141971,Down Syndrome Biomarker Initiative (DSBI),Completed,Down Syndrome|Alzheimer's Disease,All,30 Years to 60 Years   (Adult),Phase 4,12,Observational,"June 1, 2013","April 15, 2017",https://ClinicalTrials.gov/show/NCT02141971,30 Years to 60 Years ,30,18 to 40 years old
NCT01998841,"A Study of Crenezumab Versus Placebo in Preclinical Presenilin1 (PSEN1) E280A Mutation Carriers to Evaluate Efficacy and Safety in the Treatment of Autosomal-Dominant Alzheimer's Disease (AD), Including a Placebo-Treated Non-Carrier Cohort","Active, not recruiting",Alzheimer's Disease,All,30 Years to 60 Years   (Adult),Phase 2,252,Interventional,"December 20, 2013","February 25, 2022",https://ClinicalTrials.gov/show/NCT01998841,30 Years to 60 Years ,30,18 to 40 years old
NCT03977584,Tau Positron Emission Tomography (PET) Longitudinal Substudy Associated With: Study of Crenezumab Versus Placebo in Preclinical Presenilin1 (PSEN1) E280A Mutation Carriers in the Treatment of Autosomal-Dominant Alzheimer's Disease,Not yet recruiting,Alzheimer Disease,All,30 Years to 60 Years   (Adult),Phase 2,150,Interventional,"June 10, 2019","February 25, 2022",https://ClinicalTrials.gov/show/NCT03977584,30 Years to 60 Years ,30,18 to 40 years old
NCT03901456,Care to Plan: a Tailored Resource for Family Members of Persons With Dementia,Recruiting,Dementia|Alzheimer Disease|Memory Loss,All,"30 Years to 70 Years   (Adult, Older Adult)",Not Applicable,120,Interventional,"September 1, 2019","August 1, 2021",https://ClinicalTrials.gov/show/NCT03901456,30 Years to 70 Years ,30,18 to 40 years old
NCT02474251,Brain Sleep Clearance of Amyloid-Beta Peptides,"Active, not recruiting",Obstructive Sleep Apnea|Alzheimer's Disease,All,"30 Years to 75 Years   (Adult, Older Adult)",Not Applicable,38,Interventional,"October 1, 2015","July 31, 2019",https://ClinicalTrials.gov/show/NCT02474251,30 Years to 75 Years ,30,18 to 40 years old
NCT02612805,The Diabetes and Aquatic Training Study (DATS),Completed,"Diabetes Mellitus, Type 2",All,"30 Years to 75 Years   (Adult, Older Adult)",Not Applicable,60,Interventional,November 2015,May 2016,https://ClinicalTrials.gov/show/NCT02612805,30 Years to 75 Years ,30,18 to 40 years old
NCT01089270,Ioflupane I123 (DaTSCAN) and Positron Emission Tomography-computed Tomography Fludeoxyglucose (PET-CT FDG) to Assess Brain Function of Parkinson Patients' First Degree Relatives,Unknown status,Parkinson Disease,All,"30 Years to 80 Years   (Adult, Older Adult)",Phase 4,80,Observational,March 2010,,https://ClinicalTrials.gov/show/NCT01089270,30 Years to 80 Years ,30,18 to 40 years old
NCT02397980,Intervention Programs for Decreasing Caregiver Burden in Caregivers of Patients With Dementia,Unknown status,Alzheimer's Disease|Dementia,All,"30 Years to 80 Years   (Adult, Older Adult)",Not Applicable,80,Interventional,March 2015,December 2016,https://ClinicalTrials.gov/show/NCT02397980,30 Years to 80 Years ,30,18 to 40 years old
NCT03388242,Protein and microRNA Markers for Early Detection of Alzheimer's Disease,Recruiting,Mild Cognitive Impairment,All,"30 Years to 80 Years   (Adult, Older Adult)",Phase 4,120,Observational,"December 7, 2017","March 30, 2020",https://ClinicalTrials.gov/show/NCT03388242,30 Years to 80 Years ,30,18 to 40 years old
NCT01294540,"Evaluation of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of E2609 in Healthy Subjects and an Elderly Cohort",Completed,Alzheimer's Disease,All,"30 Years to 85 Years   (Adult, Older Adult)",Phase 1,73,Interventional,December 2010,December 2011,https://ClinicalTrials.gov/show/NCT01294540,30 Years to 85 Years ,30,18 to 40 years old
NCT03778151,Repetitive TMS of the Default Mode Network in AD,Recruiting,Alzheimer Disease,All,"30 Years to 85 Years   (Adult, Older Adult)",Not Applicable,80,Interventional,"February 1, 2018","February 1, 2020",https://ClinicalTrials.gov/show/NCT03778151,30 Years to 85 Years ,30,18 to 40 years old
NCT04124029,Contributions of mTBI to Neurodegeneration Due to CTE and Alzheimer's Disease,Not yet recruiting,Mild Traumatic Brain Injury|Moderate Traumatic Brain Injury|Mild Cognitive Impairment,All,"30 Years to 90 Years   (Adult, Older Adult)",Phase 4,800,Observational,"March 31, 2020","March 31, 2025",https://ClinicalTrials.gov/show/NCT04124029,30 Years to 90 Years ,30,18 to 40 years old
NCT00811122,"Biodistribution of 11C-PIB PET in Alzheimer's Disease, Frontotemporal Dementia, and Cognitively Normal Elderly",Unknown status,Alzheimer's Disease,All,"30 Years to 90 Years   (Adult, Older Adult)",Early Phase 1,30,Interventional,November 2009,April 2018,https://ClinicalTrials.gov/show/NCT00811122,30 Years to 90 Years ,30,18 to 40 years old
NCT01322568,Research on Aging Project in Iceland: Second Stage,Completed,Atherosclerosis|Osteoporosis|Obesity|Glucose Abnormalities|Alzheimer's Disease|Vascular Dimentia,All,32 Years to 60 Years   (Adult),Phase 4,5764,Observational,"January 31, 2003","February 11, 2014",https://ClinicalTrials.gov/show/NCT01322568,32 Years to 60 Years ,32,18 to 40 years old
NCT01378026,Study of the Role of G72 in Amyotrophic Lateral Sclerosis: Biomarker Discovery and Mechanism Investigation,Unknown status,Amyotrophic Lateral Sclerosis|Alzheimer Disease|Parkinson's Disease,All,"32 Years to 87 Years   (Adult, Older Adult)",Phase 4,120,Observational,January 2012,,https://ClinicalTrials.gov/show/NCT01378026,32 Years to 87 Years ,32,18 to 40 years old
NCT00677885,P-glycoprotein Function in Brain Diseases,Completed,Alzheimer Disease|Parkinson Disease|Frontotemporal Lobar Degeneration,All,"35 Years and older   (Adult, Older Adult)",Phase 4,20,Observational,"May 9, 2008","August 25, 2014",https://ClinicalTrials.gov/show/NCT00677885,35 Years and older ,35,18 to 40 years old
NCT01565330,A Study of Two Doses of 18F-AV-45 in Alzheimer's Disease and Healthy Volunteers,Completed,Alzheimer Disease,All,"35 Years and older   (Adult, Older Adult)",Phase 1,20,Interventional,March 2008,August 2008,https://ClinicalTrials.gov/show/NCT01565330,35 Years and older ,35,18 to 40 years old
